,total_score,total_letter_metric,total_position_metric,first_word,first_word_score,first_word_letter_metric,first_word_position_metric,second_word,second_word_score,second_word_letter_metric,second_word_position_metric
143,3.148640412564525,"[0.003750586029067041, 0.038209095171120526, 0.1985466479137386, 0.4341303328645217, 0.28082512892640016, 0.04453820909517123]","[0.5365682137834193, 0.3178621659634387, 0.11204875761837724, 0.02742616033755272, 0.005157055789967182, 0.0009376465072667605]",shale,1.7800984528832944,"[0.06704172526957358, 0.34294421003282555, 0.40389123300516744, 0.16408813877168377, 0.0213314580403188, 0.0007032348804500703]","[0.6338490389123497, 0.2684013127051151, 0.08180965775902478, 0.013361462728551354, 0.002344116268166901, 0.00023441162681669012]",intro,1.368541959681224,"[0.17276136896390165, 0.40693858415378453, 0.3227848101265894, 0.09095171120487552, 0.006329113924050632, 0.00023441162681669012]","[0.8502109704641634, 0.13502109704641302, 0.012892639474917972, 0.0016408813877168307, 0.0, 0.00023441162681669012]"
102,3.147421472105078,"[0.0007032348804500703, 0.04289732770745438, 0.21776840131270797, 0.4139709329582855, 0.28363806844820055, 0.04102203469292084]","[0.3661509610876788, 0.4306141584622712, 0.17112048757618475, 0.0278949835911861, 0.003516174402250351, 0.0007032348804500703]",terns,1.8047585560244115,"[0.07759024847632444, 0.3157524613220884, 0.4142053445851022, 0.17369901547116845, 0.018049695264885153, 0.0007032348804500703]","[0.49765588373184727, 0.3830285982184812, 0.10478199718705998, 0.013127051101734663, 0.0011720581340834506, 0.00023441162681669012]",audio,1.342662916080668,"[0.08251289263947484, 0.5628223159868897, 0.3108298171589377, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012]","[0.7878574777309213, 0.18987341772152072, 0.021097046413502112, 0.0007032348804500703, 0.00023441162681669012, 0.00023441162681669012]"
11,3.1467651195499924,"[0.0018752930145335208, 0.03703703703703706, 0.21167369901547378, 0.4355368026254219, 0.27496483825598267, 0.038912330051570604]","[0.39990623534928355, 0.39521800281294955, 0.16127519924988337, 0.039146741678387297, 0.0039849976558837315, 0.00046882325363338024]",aster,1.951922175339932,"[0.06258790436005655, 0.272386310360999, 0.40060947022973364, 0.21823722456634137, 0.04500703234880461, 0.0011720581340834506]","[0.703000468823276, 0.22808251289264275, 0.05907172995780617, 0.008673230192217536, 0.0009376465072667605, 0.00023441162681669012]",doily,1.1948429442100557,"[0.22550398499765906, 0.46249413970934233, 0.2555086732301966, 0.05250820440693878, 0.003750586029067041, 0.00023441162681669012]","[0.6111111111111298, 0.312939521800288, 0.06563525550867347, 0.009376465072667609, 0.0007032348804500703, 0.00023441162681669012]"
107,3.1453352086264097,"[0.0007032348804500703, 0.04289732770745438, 0.21776840131270797, 0.4139709329582855, 0.28363806844820055, 0.04102203469292084]","[0.39873417721520005, 0.39474917955931615, 0.16736990154711756, 0.033755274261603366, 0.004453820909517112, 0.0009376465072667605]",rents,1.8026722925457426,"[0.07759024847632444, 0.3157524613220884, 0.4142053445851022, 0.17369901547116845, 0.018049695264885153, 0.0007032348804500703]","[0.5342240975152523, 0.33825597749649156, 0.10642287857477678, 0.01875293014533522, 0.002109704641350211, 0.00023441162681669012]",audio,1.342662916080668,"[0.08251289263947484, 0.5628223159868897, 0.3108298171589377, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012]","[0.7878574777309213, 0.18987341772152072, 0.021097046413502112, 0.0007032348804500703, 0.00023441162681669012, 0.00023441162681669012]"
6,3.1442100328176896,"[0.0007032348804500703, 0.04289732770745438, 0.21776840131270797, 0.4139709329582855, 0.28363806844820055, 0.04102203469292084]","[0.3748241912798967, 0.44397562119082307, 0.151429910923582, 0.02437880918893576, 0.004922644163150492, 0.00046882325363338024]",raise,1.975832161275237,"[0.04594467885607138, 0.27379278012189917, 0.4179559306141694, 0.23112986404125985, 0.03047351148616968, 0.0007032348804500703]","[0.6120487576183966, 0.3101265822784876, 0.07079231129864055, 0.006797937177684012, 0.0, 0.00023441162681669012]",donut,1.1683778715424507,"[0.24308485700891153, 0.44444444444445647, 0.2552742616033799, 0.05250820440693878, 0.004453820909517112, 0.00023441162681669012]","[0.676511954992989, 0.28012189404595006, 0.04195968120018761, 0.0011720581340834506, 0.0, 0.00023441162681669012]"
160,3.1428738865448342,"[0.004688232536333802, 0.04313173933427107, 0.2072198781059565, 0.4336615096108883, 0.270042194092832, 0.04125644631973753]","[0.34997655883732653, 0.38912330051571536, 0.2008907641819056, 0.05297702766057216, 0.006329113924050632, 0.0007032348804500703]",orate,1.766736990154744,"[0.07923112986404124, 0.3206751054852391, 0.4120956399437519, 0.17158931082981815, 0.01617440225035164, 0.00023441162681669012]","[0.6645569620253373, 0.2688701359587485, 0.057665260196906015, 0.007735583684950772, 0.0009376465072667605, 0.00023441162681669012]",links,1.376136896390086,"[0.17744960150023564, 0.4259259259259372, 0.3066104078762371, 0.08040318799812467, 0.008907641819034227, 0.0007032348804500703]","[0.5616502578528062, 0.33380215658697426, 0.08391936240037495, 0.018049695264885153, 0.002344116268166901, 0.00023441162681669012]"
34,3.1396624472574444,"[0.003047351148616971, 0.04664791373652146, 0.22972339428035965, 0.39896858884201675, 0.2726207219878157, 0.04899203000468839]","[0.3077824660103206, 0.44163150492265607, 0.18963900609470402, 0.053211439287388855, 0.007032348804500702, 0.0007032348804500703]",acres,1.8829817158931417,"[0.06774496015002364, 0.3063759962494204, 0.40225035161745054, 0.18987341772152072, 0.0325832161275199, 0.0011720581340834506]","[0.4660103141115928, 0.4172526957337193, 0.10525082044069335, 0.011017346460384445, 0.00023441162681669012, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
54,3.138865447726267,"[0.005157055789967182, 0.04758556024378823, 0.21800281293952467, 0.40623534927333443, 0.27660571964369957, 0.04641350210970477]","[0.33895921237694165, 0.410454758556035, 0.18940459446788732, 0.05391467416783893, 0.006563525550867322, 0.0007032348804500703]",sated,1.8569854664791703,"[0.07055789967182387, 0.3087201125175874, 0.40600093764651773, 0.18729488982653703, 0.026722925457102652, 0.0007032348804500703]","[0.5260196905766679, 0.34106891701829195, 0.1029067041725265, 0.02742616033755272, 0.002344116268166901, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
8,3.1375293014534136,"[0.0007032348804500703, 0.04289732770745438, 0.21776840131270797, 0.4139709329582855, 0.28363806844820055, 0.04102203469292084]","[0.4132676980778354, 0.4249882794186704, 0.13736521331458001, 0.022503516174402247, 0.0014064697609001407, 0.00046882325363338024]",serai,1.9691514299109614,"[0.04594467885607138, 0.27379278012189917, 0.4179559306141694, 0.23112986404125985, 0.03047351148616968, 0.0007032348804500703]","[0.6465072667604514, 0.3049695264885202, 0.04453820909517123, 0.003750586029067041, 0.0, 0.00023441162681669012]",donut,1.1683778715424507,"[0.24308485700891153, 0.44444444444445647, 0.2552742616033799, 0.05250820440693878, 0.004453820909517112, 0.00023441162681669012]","[0.676511954992989, 0.28012189404595006, 0.04195968120018761, 0.0011720581340834506, 0.0, 0.00023441162681669012]"
9,3.1366619784341916,"[0.0007032348804500703, 0.04289732770745438, 0.21776840131270797, 0.4139709329582855, 0.28363806844820055, 0.04102203469292084]","[0.44280356305673957, 0.38701359587436507, 0.13619315518049652, 0.029301453352086233, 0.004219409282700422, 0.00046882325363338024]",arise,1.9682841068917392,"[0.04594467885607138, 0.27379278012189917, 0.4179559306141694, 0.23112986404125985, 0.03047351148616968, 0.0007032348804500703]","[0.6990154711673922, 0.21729957805907457, 0.0717299578059073, 0.011017346460384445, 0.0007032348804500703, 0.00023441162681669012]",donut,1.1683778715424507,"[0.24308485700891153, 0.44444444444445647, 0.2552742616033799, 0.05250820440693878, 0.004453820909517112, 0.00023441162681669012]","[0.676511954992989, 0.28012189404595006, 0.04195968120018761, 0.0011720581340834506, 0.0, 0.00023441162681669012]"
158,3.1363572433193307,"[0.003750586029067041, 0.038209095171120526, 0.1985466479137386, 0.4341303328645217, 0.28082512892640016, 0.04453820909517123]","[0.5968120018753111, 0.3030942334739866, 0.07923112986404124, 0.01875293014533522, 0.0016408813877168307, 0.00046882325363338024]",leash,1.7678152836380998,"[0.06704172526957358, 0.34294421003282555, 0.40389123300516744, 0.16408813877168377, 0.0213314580403188, 0.0007032348804500703]","[0.7015939990623759, 0.24730426629161212, 0.04195968120018761, 0.008204406938584154, 0.0007032348804500703, 0.00023441162681669012]",intro,1.368541959681224,"[0.17276136896390165, 0.40693858415378453, 0.3227848101265894, 0.09095171120487552, 0.006329113924050632, 0.00023441162681669012]","[0.8502109704641634, 0.13502109704641302, 0.012892639474917972, 0.0016408813877168307, 0.0, 0.00023441162681669012]"
159,3.1353961556493815,"[0.004688232536333802, 0.04313173933427107, 0.2072198781059565, 0.4336615096108883, 0.270042194092832, 0.04125644631973753]","[0.3788091889357806, 0.39896858884201675, 0.16877637130801776, 0.046882325363338154, 0.006094702297233942, 0.00046882325363338024]",lakes,1.7668541959681505,"[0.08391936240037495, 0.34341303328645895, 0.38842006563526527, 0.16479137365213387, 0.01875293014533522, 0.0007032348804500703]","[0.46343178621660913, 0.37458977965308, 0.12658227848101183, 0.0325832161275199, 0.002578527894983591, 0.00023441162681669012]",intro,1.368541959681224,"[0.17276136896390165, 0.40693858415378453, 0.3227848101265894, 0.09095171120487552, 0.006329113924050632, 0.00023441162681669012]","[0.8502109704641634, 0.13502109704641302, 0.012892639474917972, 0.0016408813877168307, 0.0, 0.00023441162681669012]"
168,3.1315049226442238,"[0.005157055789967182, 0.04571026722925469, 0.21472105016409088, 0.4188935771214362, 0.27308954524144907, 0.042428504453820994]","[0.3595874355368112, 0.39521800281294955, 0.18752930145335373, 0.049695264885138465, 0.007501172058134082, 0.00046882325363338024]",wales,1.7629629629629935,"[0.0848570089076417, 0.34716361931552614, 0.38490389123301477, 0.16502578527895057, 0.017815283638068464, 0.00023441162681669012]","[0.44163150492265607, 0.3762306610407969, 0.1425222691045474, 0.03516174402250352, 0.004219409282700422, 0.00023441162681669012]",intro,1.368541959681224,"[0.17276136896390165, 0.40693858415378453, 0.3227848101265894, 0.09095171120487552, 0.006329113924050632, 0.00023441162681669012]","[0.8502109704641634, 0.13502109704641302, 0.012892639474917972, 0.0016408813877168307, 0.0, 0.00023441162681669012]"
169,3.131223628692044,"[0.004219409282700422, 0.04195968120018761, 0.21120487576184038, 0.4149085794655523, 0.28363806844820055, 0.04406938584153784]","[0.4810126582278616, 0.38888888888889867, 0.11017346460384375, 0.017346460384435086, 0.0018752930145335208, 0.0007032348804500703]",sable,1.7626816690108134,"[0.08087201125175804, 0.34013127051102515, 0.39029535864979886, 0.16408813877168377, 0.023909985935302382, 0.0007032348804500703]","[0.5740740740740913, 0.3548992030004772, 0.06422878574777335, 0.005391467416783872, 0.0011720581340834506, 0.00023441162681669012]",intro,1.368541959681224,"[0.17276136896390165, 0.40693858415378453, 0.3227848101265894, 0.09095171120487552, 0.006329113924050632, 0.00023441162681669012]","[0.8502109704641634, 0.13502109704641302, 0.012892639474917972, 0.0016408813877168307, 0.0, 0.00023441162681669012]"
39,3.1296061884670063,"[0.003281762775433661, 0.05203938115330539, 0.23206751054852665, 0.40576652601970103, 0.2543366150961131, 0.05250820440693878]","[0.28879512423816794, 0.38677918424754837, 0.21776840131270797, 0.08837318330989198, 0.01640881387716833, 0.0018752930145335208]",mares,1.872925457102705,"[0.07477730895452421, 0.3101265822784876, 0.39498359118613285, 0.18987341772152072, 0.029301453352086233, 0.0009376465072667605]","[0.4296765119550044, 0.376933895921247, 0.1486169714017816, 0.04031879981247076, 0.004219409282700422, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
36,3.1292311298641007,"[0.006563525550867322, 0.05203938115330539, 0.22081575246132507, 0.40201593999063384, 0.2705110173464654, 0.04805438349742162]","[0.3204406938584224, 0.3778715424285138, 0.22292545710267536, 0.06751054852320695, 0.010548523206751063, 0.0007032348804500703]",aides,1.8780590717299928,"[0.059306141584622864, 0.3094233473980375, 0.417487107360536, 0.19292076887013782, 0.020159399906235356, 0.0007032348804500703]","[0.45522737927802465, 0.40881387716831813, 0.11181434599156055, 0.02180028129395218, 0.002109704641350211, 0.00023441162681669012]",north,1.2511720581341073,"[0.21237693389592388, 0.4381153305204056, 0.27824660103141646, 0.06540084388185678, 0.005391467416783872, 0.00046882325363338024]","[0.6936240037506081, 0.2564463197374634, 0.042662916080637686, 0.006563525550867322, 0.00046882325363338024, 0.00023441162681669012]"
41,3.1282231598687886,"[0.002812939521800281, 0.04946085325832177, 0.23347398030942684, 0.40529770276606764, 0.2639474917955978, 0.04500703234880461]","[0.29020159399906814, 0.39217065166433246, 0.21354899203000738, 0.08602906704172512, 0.016643225503985018, 0.0014064697609001407]",hares,1.871542428504487,"[0.06727613689639027, 0.3136427566807381, 0.40857946554150143, 0.18237224566338633, 0.02719174871073603, 0.0009376465072667605]","[0.433895921237705, 0.3788091889357806, 0.1436943272386309, 0.039146741678387297, 0.004219409282700422, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
182,3.123980309423408,"[0.004688232536333802, 0.04313173933427107, 0.2072198781059565, 0.4336615096108883, 0.270042194092832, 0.04125644631973753]","[0.4308485700890879, 0.39076418190343226, 0.1427566807313641, 0.029535864978902922, 0.005625879043600562, 0.00046882325363338024]",leaks,1.7554383497421777,"[0.08391936240037495, 0.34341303328645895, 0.38842006563526527, 0.16479137365213387, 0.01875293014533522, 0.0007032348804500703]","[0.5208626347867005, 0.358180965775911, 0.10032817627754295, 0.01875293014533522, 0.0016408813877168307, 0.00023441162681669012]",intro,1.368541959681224,"[0.17276136896390165, 0.40693858415378453, 0.3227848101265894, 0.09095171120487552, 0.006329113924050632, 0.00023441162681669012]","[0.8502109704641634, 0.13502109704641302, 0.012892639474917972, 0.0016408813877168307, 0.0, 0.00023441162681669012]"
44,3.123534927332456,"[0.003047351148616971, 0.04664791373652146, 0.22972339428035965, 0.39896858884201675, 0.2726207219878157, 0.04899203000468839]","[0.3713080168776462, 0.44163150492265607, 0.15541490857946588, 0.028832630098452855, 0.002109704641350211, 0.0007032348804500703]",acers,1.8668541959681533,"[0.06774496015002364, 0.3063759962494204, 0.40225035161745054, 0.18987341772152072, 0.0325832161275199, 0.0011720581340834506]","[0.5618846694796229, 0.3820909517112144, 0.04922644163150508, 0.006329113924050632, 0.00023441162681669012, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
186,3.122784810126643,"[0.004219409282700422, 0.04195968120018761, 0.21120487576184038, 0.4149085794655523, 0.28363806844820055, 0.04406938584153784]","[0.5698546647913907, 0.298874824191286, 0.10829817158931027, 0.020159399906235356, 0.002109704641350211, 0.0007032348804500703]",blase,1.754242850445412,"[0.08087201125175804, 0.34013127051102515, 0.39029535864979886, 0.16408813877168377, 0.023909985935302382, 0.0007032348804500703]","[0.674167838724822, 0.24449132676981172, 0.06915142991092375, 0.010782934833567754, 0.0011720581340834506, 0.00023441162681669012]",intro,1.368541959681224,"[0.17276136896390165, 0.40693858415378453, 0.3227848101265894, 0.09095171120487552, 0.006329113924050632, 0.00023441162681669012]","[0.8502109704641634, 0.13502109704641302, 0.012892639474917972, 0.0016408813877168307, 0.0, 0.00023441162681669012]"
67,3.1217533989686483,"[0.004219409282700422, 0.050632911392405236, 0.22480075011720896, 0.4207688701359698, 0.2529301453352129, 0.04664791373652146]","[0.2623066104078809, 0.4205344585091531, 0.23886544772621093, 0.06938584153774044, 0.008438818565400845, 0.00046882325363338024]",danes,1.8398734177215514,"[0.0733708391936241, 0.3211439287388725, 0.40318799812471734, 0.17791842475386904, 0.023441162681669004, 0.0009376465072667605]","[0.4313173933427213, 0.3783403656821472, 0.1511954992967653, 0.03609939052977029, 0.002812939521800281, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
188,3.121472105016468,"[0.006329113924050632, 0.04992967651195516, 0.21120487576184038, 0.40365682137835074, 0.28035630567276676, 0.048523206751055]","[0.4840600093764787, 0.34036568213784185, 0.13267698077824602, 0.03656821378340368, 0.005860290670417252, 0.00046882325363338024]",cased,1.752930145335239,"[0.0766526019690577, 0.34974214721050984, 0.39474917955931615, 0.15939990623534978, 0.0192217533989686, 0.00023441162681669012]","[0.5832161275199426, 0.28973277074543474, 0.09939052977027621, 0.025082044069385828, 0.002344116268166901, 0.00023441162681669012]",intro,1.368541959681224,"[0.17276136896390165, 0.40693858415378453, 0.3227848101265894, 0.09095171120487552, 0.006329113924050632, 0.00023441162681669012]","[0.8502109704641634, 0.13502109704641302, 0.012892639474917972, 0.0016408813877168307, 0.0, 0.00023441162681669012]"
50,3.1175808720113114,"[0.003047351148616971, 0.04664791373652146, 0.22972339428035965, 0.39896858884201675, 0.2726207219878157, 0.04899203000468839]","[0.4278012189404708, 0.39146741678388236, 0.1469760900140647, 0.029535864978902922, 0.003750586029067041, 0.00046882325363338024]",scare,1.860900140647009,"[0.06774496015002364, 0.3063759962494204, 0.40225035161745054, 0.18987341772152072, 0.0325832161275199, 0.0011720581340834506]","[0.6629160806376204, 0.2519924988279461, 0.06821378340365701, 0.014064697609001427, 0.002578527894983591, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
29,3.117393342709857,"[0.004219409282700422, 0.054149085794655626, 0.23511486169714374, 0.40060947022973364, 0.2557430848570133, 0.05016408813877185]","[0.2993436474449194, 0.3560712611345607, 0.23652133145804394, 0.08931082981715872, 0.016877637130801707, 0.0018752930145335208]",pares,1.8932958274730756,"[0.07383966244725747, 0.308251289263954, 0.38959212376934876, 0.19198312236287102, 0.034692920768870136, 0.0016408813877168307]","[0.4167838724800859, 0.39076418190343226, 0.1439287388654476, 0.04360056258790446, 0.004688232536333802, 0.00023441162681669012]",tonic,1.2240975152367795,"[0.22667604313174256, 0.4266291608063873, 0.28199718706048366, 0.06000937646507294, 0.004453820909517112, 0.00023441162681669012]","[0.6994842944210256, 0.263009845288331, 0.032817627754336595, 0.003047351148616971, 0.0014064697609001407, 0.00023441162681669012]"
149,3.117158931083043,"[0.0007032348804500703, 0.04289732770745438, 0.21776840131270797, 0.4139709329582855, 0.28363806844820055, 0.04102203469292084]","[0.5595405532114559, 0.3265353961556566, 0.09892170651664284, 0.013361462728551354, 0.0011720581340834506, 0.00046882325363338024]",stern,1.774496015002376,"[0.07759024847632444, 0.3157524613220884, 0.4142053445851022, 0.17369901547116845, 0.018049695264885153, 0.0007032348804500703]","[0.7304266291608299, 0.21167369901547378, 0.050632911392405236, 0.007032348804500702, 0.0, 0.00023441162681669012]",audio,1.342662916080668,"[0.08251289263947484, 0.5628223159868897, 0.3108298171589377, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012]","[0.7878574777309213, 0.18987341772152072, 0.021097046413502112, 0.0007032348804500703, 0.00023441162681669012, 0.00023441162681669012]"
197,3.11518987341778,"[0.004922644163150492, 0.05602437880918917, 0.22315986872949206, 0.39756211908111655, 0.2644163150492312, 0.05391467416783893]","[0.3612283169245281, 0.40600093764651773, 0.18166901078293624, 0.045241443975621305, 0.005157055789967182, 0.0007032348804500703]",dames,1.746647913736551,"[0.08860759493670867, 0.35138302859822673, 0.3818565400843977, 0.15752461322081618, 0.020393811533052045, 0.00023441162681669012]","[0.44397562119082307, 0.38607594936709827, 0.13689639006094662, 0.0300046882325363, 0.002812939521800281, 0.00023441162681669012]",intro,1.368541959681224,"[0.17276136896390165, 0.40693858415378453, 0.3227848101265894, 0.09095171120487552, 0.006329113924050632, 0.00023441162681669012]","[0.8502109704641634, 0.13502109704641302, 0.012892639474917972, 0.0016408813877168307, 0.0, 0.00023441162681669012]"
75,3.112189404594527,"[0.005157055789967182, 0.04758556024378823, 0.21800281293952467, 0.40623534927333443, 0.27660571964369957, 0.04641350210970477]","[0.4943741209564135, 0.33895921237694165, 0.13197374589779592, 0.028832630098452855, 0.004688232536333802, 0.0011720581340834506]",stead,1.8303094233474306,"[0.07055789967182387, 0.3087201125175874, 0.40600093764651773, 0.18729488982653703, 0.026722925457102652, 0.0007032348804500703]","[0.6950304735115083, 0.24706985466479542, 0.04922644163150508, 0.007501172058134082, 0.0009376465072667605, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
55,3.1120253164557554,"[0.003750586029067041, 0.05344585091420555, 0.23652133145804394, 0.40178152836381714, 0.2609001406469807, 0.04360056258790446]","[0.27566807313643277, 0.39052977027661556, 0.22644163150492586, 0.08860759493670867, 0.017112048757618396, 0.0016408813877168307]",bares,1.8553445850914525,"[0.07805907172995781, 0.3127051101734713, 0.40060947022973364, 0.17791842475386904, 0.029535864978902922, 0.0011720581340834506]","[0.4118612283169352, 0.39099859353024896, 0.1509610876699486, 0.04125644631973753, 0.004688232536333802, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
57,3.111837787154302,"[0.002812939521800281, 0.04946085325832177, 0.23347398030942684, 0.40529770276606764, 0.2639474917955978, 0.04500703234880461]","[0.33098921706517387, 0.4156118143460024, 0.1978434130332885, 0.04735114861697154, 0.007266760431317392, 0.0009376465072667605]",hears,1.8551570557900003,"[0.06727613689639027, 0.3136427566807381, 0.40857946554150143, 0.18237224566338633, 0.02719174871073603, 0.0009376465072667605]","[0.5058602906704317, 0.3757618377871635, 0.09774964838255941, 0.01617440225035164, 0.004219409282700422, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
59,3.110337552742674,"[0.003281762775433661, 0.05203938115330539, 0.23206751054852665, 0.40576652601970103, 0.2543366150961131, 0.05250820440693878]","[0.33849038912330826, 0.4167838724800859, 0.18799812470698712, 0.05039849976558854, 0.005860290670417252, 0.00046882325363338024]",reams,1.853656821378373,"[0.07477730895452421, 0.3101265822784876, 0.39498359118613285, 0.18987341772152072, 0.029301453352086233, 0.0009376465072667605]","[0.5164088138771832, 0.3694327238631126, 0.09376465072667575, 0.018284106891701842, 0.0018752930145335208, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
33,3.109704641350269,"[0.004219409282700422, 0.054149085794655626, 0.23511486169714374, 0.40060947022973364, 0.2557430848570133, 0.05016408813877185]","[0.3239568682606729, 0.3626347866854283, 0.22362869198312546, 0.07360525082044078, 0.014533520862634808, 0.0016408813877168307]",rapes,1.885607126113488,"[0.07383966244725747, 0.308251289263954, 0.38959212376934876, 0.19198312236287102, 0.034692920768870136, 0.0016408813877168307]","[0.45475855602439125, 0.3764650726676136, 0.13361462728551282, 0.03211439287388652, 0.002812939521800281, 0.00023441162681669012]",tonic,1.2240975152367795,"[0.22667604313174256, 0.4266291608063873, 0.28199718706048366, 0.06000937646507294, 0.004453820909517112, 0.00023441162681669012]","[0.6994842944210256, 0.263009845288331, 0.032817627754336595, 0.003047351148616971, 0.0014064697609001407, 0.00023441162681669012]"
61,3.1093530239100455,"[0.0014064697609001407, 0.039849976558837374, 0.23745897796531074, 0.4278012189404708, 0.2515236755743127, 0.04195968120018761]","[0.33989685888420845, 0.4228785747773201, 0.18893577121425392, 0.041725269573370916, 0.005860290670417252, 0.0007032348804500703]",years,1.8526722925457444,"[0.05743084857008932, 0.3192686357243389, 0.4210032817627865, 0.17838724800750244, 0.023675574308485693, 0.00023441162681669012]","[0.5203938115330671, 0.376933895921247, 0.08462259728082501, 0.01500234411626819, 0.002812939521800281, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
80,3.1078762306611,"[0.004219409282700422, 0.050632911392405236, 0.22480075011720896, 0.4207688701359698, 0.2529301453352129, 0.04664791373652146]","[0.3284106891701902, 0.4165494608532692, 0.18963900609470402, 0.054852320675105704, 0.009376465072667609, 0.0011720581340834506]",deans,1.8259962494140034,"[0.0733708391936241, 0.3211439287388725, 0.40318799812471734, 0.17791842475386904, 0.023441162681669004, 0.0009376465072667605]","[0.4899203000468962, 0.3806844819503142, 0.10829817158931027, 0.0192217533989686, 0.0016408813877168307, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
82,3.1068682606657885,"[0.003750586029067041, 0.05344585091420555, 0.23652133145804394, 0.40178152836381714, 0.2609001406469807, 0.04360056258790446]","[0.2662916080637648, 0.4254571026723038, 0.22644163150492586, 0.07196436943272398, 0.009142053445850918, 0.0007032348804500703]",pates,1.8249882794186902,"[0.07594936708860764, 0.33239568682607407, 0.39170182841069906, 0.17088607594936805, 0.028129395218002787, 0.0009376465072667605]","[0.4336615096108883, 0.3846694796061981, 0.1406469760900138, 0.03703703703703706, 0.003750586029067041, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
